"ID","US_ENG","US_FRA","US_SPA","EU_ENG","EU_FRA","EU_ITA","EU_GER","EU_SPA","EU_NED"
"EV032B"," I wasn't able to lock 
down a location.","Je n'ai pas réussi à le localiser.","No he podido localizar la llamada."," I wasn't able to lock 
down a location.","Je n'ai pas réussi à le localiser.","Non sono riuscito a individuare 
la sua posizione.","Ich konnte seinen Aufenthaltsort
nicht ermitteln.","No he podido localizar la llamada.",""
"EV033","I wish we had somewhere 
to start.  A clue.","Si seulement on avait un indice. 
Rien qu'un.","Ojalá tuviéramos algo por lo 
que empezar. Alguna pista.","I wish we had somewhere 
to start.  A clue.","Si seulement on avait un indice. 
Rien qu'un.","Se solo avessimo una traccia 
da cui partire... Un indizio.","Ich wünschte wir hätten 
einen Anhaltspunkt.","Ojalá tuviéramos algo por lo 
que empezar. Alguna pista.",""
"EV034","Let me enlighten you.","Je crois pouvoir vous aider.","Permitidme que os ilustre.","Let me enlighten you.","Je crois pouvoir vous aider.","Lasciate che vi illumini.","Darf ich behilflich sein?","Permitidme que os ilustre.",""
"EV035","Shredder has imprisoned Fugitoid 
with the intention of","Shredder a capturé Fugitoid","Despedazador ha capturado a 
Fugitoid con intención de ","Shredder has imprisoned Fugitoid 
with the intention of","Shredder a capturé Fugitoid","Shredder ha catturato 
Fugitoid per costringerlo","Shredder will,","Despedazador ha capturado a 
Fugitoid con intención de ",""
"EV035B","forcing him to create a large 
scale teleporter for him.","pour l'obliger à fabriquer 
un puissant téléporteur.","obligarlo a crear un 
teletransporte a gran escala.","forcing him to create a large 
scale teleporter for him.","pour l'obliger à fabriquer 
un puissant téléporteur.","a costruire un enorme 
teletrasporto.","dass Fugitoid ihm einen 
riesigen Teleporter baut.","obligarlo a crear un 
teletransporte a gran escala.",""
"EV036","If he succeeds he will be able to 
instantly transport himself","S'il réussit, il pourra se téléporter 
n'importe où avec son armée.","Si lo logra, podrá 
teletransportarse al instante","If he succeeds he will be able to 
instantly transport himself","S'il réussit, il pourra se téléporter 
n'importe où avec son armée.","Così potrà teletrasportare 
se stesso","Falls ihm das gelingt,","Si lo logra, podrá 
teletransportarse al instante",""
"EV036B","as well as his army to 
anywhere in the world.","S'il réussit, il pourra se téléporter 
n'importe où avec son armée.","junto a su ejército a cualquier 
lugar del mundo.","as well as his army to 
anywhere in the world.","S'il réussit, il pourra se téléporter 
n'importe où avec son armée.","e la sua armata in qualsiasi 
punto del globo.","kann er sich und seine Armee 
überall hin teleportieren.","junto a su ejército a cualquier 
lugar del mundo.",""
"EV037","If that's true, there would be 
no way to defend against him.","Si ça s'avère exact, 
personne ne pourra l'arrêter !","De ser cierto, sería imposible 
defenderse de él.","If that's true, there would be 
no way to defend against him.","Si ça s'avère exact, 
personne ne pourra l'arrêter !","Se questa storia è vera, non 
ci sarà più modo di fermarlo.","Wenn das stimmt, kann man 
ihn nicht mehr aufhalten.","De ser cierto, sería imposible 
defenderse de él.",""
"EV038","Agh.  
That metal-faced scumbag.","Argh ! Sale boîte de conserve !","Agh. ¡Maldita escoria 
de cara metálica!","Agh.  
That metal-faced scumbag.","Argh ! Sale boîte de conserve !","Ah, quel furfante dalla 
faccia di metallo!","Ach. Dieser metallgesichtige 
Mistkerl.","Agh. ¡Maldita escoria 
de cara metálica!",""
"EV039","I can tell you where Shredder is.","Je peux vous dire où il est.","Puedo deciros dónde 
está Despedazador.","I can tell you where Shredder is.","Je peux vous dire où il est.","Posso dirvi dove si trova Shredder.","Ich sage euch, wo Shredder ist.","Puedo deciros dónde 
está Despedazador.",""
"EV040","But there no doubt are traps set 
up to stop you along the way.","Mais il essayera par tous les moyens
de vous arrêter, c'est évident.","Pero seguro que os ha preparado 
trampas para deteneros por el camino.","But there no doubt are traps set 
up to stop you along the way.","Mais il essayera par tous les moyens
de vous arrêter, c'est évident.","Ma di certo troverete numerose 
trappole lungo la via.","Aber da warten sicher eine Menge 
Fallen, die euch aufhalten sollen.","Pero seguro que os ha 
preparado trampas",""
"EV041","Why are you helping us?","Pourquoi veux-tu nous aider ?","¿Por qué nos ayudas?","Why are you helping us?","Pourquoi veux-tu nous aider ?","Perché ci stai aiutando?","Warum hilfst du uns?","¿Por qué nos ayudas?",""
"EV042"," I have my reasons.","J'ai mes raisons. ","Tengo mis motivos."," I have my reasons.","J'ai mes raisons. "," Ho le mie ragioni.","Ich habe meine Gründe.","Tengo mis motivos.",""
"EV043","What are we gonna do? 
It's probably a trap.","Alors, qu'est-ce qu'on fait ? 
Ça sent le piège à plein nez.","¿Qué hacemos? 
¡Seguro que es una trampa!","What are we gonna do? 
It's probably a trap.","Alors, qu'est-ce qu'on fait ? 
Ça sent le piège à plein nez.","Cosa dovremmo fare? 
Si tratta di certo di una trappola.","Was sollen wir tun? 
Das ist bestimmt eine Falle.","¿Qué hacemos? 
¡Seguro que es una trampa!",""
"EV045","Maybe she's reformed? ","Elle a peut-être changé ? ","A lo mejor se ha reformado. ","Maybe she's reformed? ","Elle a peut-être changé ? ","Forse vuole passare dalla 
parte dei buoni!","Vielleicht hat sie sich geändert? ","A lo mejor se ha reformado. ",""
"EV044","Please tell me you aren't serious.","T'es pas sérieux, là ?","Dime que no vas en serio.","Please tell me you aren't serious.","T'es pas sérieux, là ?","Stai scherzando, vero?","Bitte sag, dass das ein Witz ist.","Dime que no vas en serio.",""
"EV045B","Ah... maybe not?","Non, ce serait trop beau !","Ah... O a lo mejor no.","Ah... maybe not?","Non, ce serait trop beau !","...No, eh?","Ähm ... wohl doch nicht!","Ah... O a lo mejor no.",""
"EV046","However, if what she says is 
true we can't let that happen.","Mais si ce qu'elle dit est vrai, on
ne peut pas rester sans rien faire.","Sin embargo, si dice la verdad, 
no podemos permitirlo.","However, if what she says is 
true we can't let that happen.","Mais si ce qu'elle dit est vrai, on
ne peut pas rester sans rien faire.","Comunque, se ciò che ha detto è 
vero, non possiamo permetterlo.","Wenn sie allerdings Recht hat, 
müssen wir ihn aufhalten.","Sin embargo, si dice la verdad, 
no podemos permitirlo.",""
"EV047","It's probably a trap but, ","C'est sûrement un piège,","Seguro que es una trampa, ","It's probably a trap but, ","C'est sûrement un piège,","Sarà di certo una trappola, ","Vielleicht ist es eine Falle,","Seguro que es una trampa, ",""
"EV047B","this is the only lead we have 
on Shredder's whereabouts.","mais nous n'avons pas 
d'autre piste.","pero es la única pista que 
tenemos de Despedazador.","this is the only lead we have 
on Shredder's whereabouts.","mais nous n'avons pas 
d'autre piste.","ma è l'unica traccia che abbiamo 
per scovare Shredder.","aber es ist die einzige 
Spur zu seinem Versteck.","pero es la única pista que 
tenemos de Despedazador.",""
"EV048","WAGHH! ","AAARGHH ! ","¡AAAH!","WAGHH! ","AAARGHH ! ","AHHHHH! ","WAGHH! ","¡AAAH!",""
"EV049","Yeah!","Ouais !","¡Sí!","Yeah!","Ouais !","Evvai!","Ja!","¡Sí!",""
"EV050","Why... did you help us?","Pourquoi nous as-tu aidés ?","¿Por qué... nos has ayudado?","Why... did you help us?","Pourquoi nous as-tu aidés ?","Perché... ci hai aiutati?","Warum ... hast du uns geholfen?","¿Por qué... nos has ayudado?",""
"EV051","Fool.  I am next in line to take 
control of the foot clan.","Ha ! Il est temps que je prenne enfin 
la tête du clan des Foot.","Necio. Yo asumiré el 
control del clan del  Pie.","Fool.  I am next in line to take 
control of the foot clan.","Ha ! Il est temps que je prenne enfin 
la tête du clan des Foot.","Sciocchi. 
Una volta fatto fuori mio padre,","Dummkopf! Ich bin der nächste,
der den Foot Clan lenkt.","Necio. Yo asumiré el 
control del clan del  Pie.",""
"EV051B","It is my time.","Ha ! Il est temps que je prenne enfin 
la tête du clan des Foot.","Es mi hora.","It is my time.","Ha ! Il est temps que je prenne enfin 
la tête du clan des Foot.","il Foot clan passerà 
sotto il mio controllo.","Ich bin dran.","Es mi hora.",""
"EV052","It was simple. ","Il me suffisait de déjouer les plans","Ha sido fácil.","It was simple. ","Il me suffisait de déjouer les plans","Il piano era semplice: ","Es war leicht,","Ha sido fácil.",""
"EV052B","Foil my father's plans and 
dishonor him in front of the clan. ","de mon père et le déshonorer 
aux yeux du clan.","Frustrar los planes de mi padre 
y deshonrarlo ante todo el clan. ","Foil my father's plans and 
dishonor him in front of the clan. ","de mon père et le déshonorer 
aux yeux du clan.","disonorare mio padre 
di fronte al clan.","die Pläne meines Vaters 
zu durchkreuzen ","Frustrar los planes de mi padre 
y deshonrarlo ante todo el clan. ",""
"EV052C","In order to do that, 
I merely had to use you.","Pour ça, je n'avais 
qu'à vous utiliser.","Para ello, tan solo 
tenía que utilizaros.","In order to do that, 
I merely had to use you.","Pour ça, je n'avais 
qu'à vous utiliser.","Per farlo, avevo bisogno di voi.","und ich brauchte euch.","Para ello, tan solo 
tenía que utilizaros.",""
"EV053","Just as expected, 
you all were very useful.","Merci, vous m'avez été d'une 
grande utilité !","Justo como esperaba, 
habéis sido muy útiles.","Just as expected, 
you all were very useful.","Merci, vous m'avez été d'une 
grande utilité !","Come immaginavo, 
vi siete rivelati molto utili.","Wie erwartet, 
wart ihr alle überaus hilfreich.","Justo como esperaba, 
habéis sido muy útiles.",""
"EV054","And now... I'm done with you all.","Maintenant, 
je n'ai plus besoin de vous !","Y ahora... 
He acabado con todos vosotros.","And now... I'm done with you all.","Maintenant, 
je n'ai plus besoin de vous !","E adesso... con voi ho finito!","Und nun ... bin ich mit euch fertig.","Y ahora... 
He acabado con todos vosotros.",""
"EV055","Ga...","Aahh...","Ah...","Ga...","Aahh...","A...","Ga...","Ah...",""
"EV056","GAAAAAAAAAAAAAAAAAAAA!  ","AAAAAAAAAHHHHHHHHH ! ","¡GAAAAAAAAAAAAAAAAAAAAA!","GAAAAAAAAAAAAAAAAAAAA!  ","AAAAAAAAAHHHHHHHHH ! ","AHHHHHHHHHHHHHHHHH! ","GAAAAAAAAAAAAAAAAAAAAA!  ","¡GAAAAAAAAAAAAAAAAAAAAA!",""
"EV057","This isn't over!","Ce n'est pas terminé !","¡Esto no ha acabado!","This isn't over!","Ce n'est pas terminé !","Non è ancora finita!","Es ist noch nicht vorbei!","¡Esto no ha acabado!",""
"EV058","Shredder!?","Shredder ?!","¿Despedazador?","Shredder!?","Shredder ?!","Shredder?!?","Shredder!?","¿Despedazador?",""
"EV059","YAAAAAAAAAAAH! ","YAAAAAAHHHHH ! ","¡YAAAAAAAAAAH!","YAAAAAAAAAAAH! ","YAAAAAAHHHHH ! ","YAAAAAAAAAAAH! ","YAAAAAAAAAAAH! ","¡YAAAAAAAAAAH!",""
"EV060","Guoaah! ","Aaargh ! ","¡Aaay!","Guoaah! ","Aaargh ! ","Guoaah! ","Guoaah! ","¡Aaay!",""
"EV061","Gu...!? ","Hein... ?! ","¿Qué...?","Gu...!? ","Hein... ?! ","Gu...?!? ","Gu...!? ","¿Qué...?",""
"EV062","Now!","Maintenant !","¡Ahora!","Now!","Maintenant !","Ora!","Jetzt!","¡Ahora!",""
"EV063","Teleporter activate!","Téléporteur activé !","¡Teletransporte activado!","Teleporter activate!","Téléporteur activé !","Teletrasporto attivato!","Teleporter aktivieren!","¡Teletransporte activado!",""
"EV064","UAAAAAAAAAAAAAA ","AAAAAAHHHHH !!! ","¡UAAAAAAAAA!","UAAAAAAAAAAAAAA ","AAAAAAHHHHH !!! ","UAAAAAAAAAAAAAA! ","UAAAAAAAAAAAAAA ","¡UAAAAAAAAA!",""
"EV065","Alright.  
Looks like that problem is solved.","Tout est bien qui finit bien, 
on dirait...","Bueno, parece que hemos 
resuelto el problema.","Alright.  
Looks like that problem is solved.","Tout est bien qui finit bien, 
on dirait...","Bene, sembra che il problema 
sia stato risolto.","Scheinbar haben wir das Problem 
irgendwie gelöst.","Bueno, parece que hemos 
resuelto el problema.",""
"EV066","Just in time.  
Let's get back home.  I'm starving.","Ça tombe bien, je commence 
à avoir un petit creux !","Justo a tiempo. Volvamos a casa. 
Me muero de hambre.","Just in time.  
Let's get back home.  I'm starving.","Ça tombe bien, je commence 
à avoir un petit creux !","Appena in tempo. 
Torniamo a casa. Ho fame.","Gerade rechtzeitig. 
Gehen wir Heim, ich verhungere.","Justo a tiempo. Volvamos a casa. 
Me muero de hambre.",""
"EV067","I can send you back 
using the teleporter.","Je vais vous envoyer 
directement chez vous !","Puedo usar el teletransporte 
para enviaros de vuelta.","I can send you back 
using the teleporter.","Je vais vous envoyer 
directement chez vous !","Vi riporterò indietro usando 
il teletrasporto.","Ich schicke euch mit dem 
Teleporter zurück.","Puedo usar el teletransporte 
para enviaros de vuelta.",""
"EV068","","","","","","","","",""
"EV069","You did well. 
Now, it is time to present the trophy.","Bravo à tous ! Passons à la 
remise de la récompense.","Lo habéis hecho bien. 
Es hora de entregar el trofeo.","You did well. Now, 
it is time to present the trophy.","Bravo à tous ! Passons à la 
remise de la récompense.","Te la sei cavata bene. Adesso, è il
momento di presentare il trofeo.","Das war wirklich gut. 
Jetzt zur Trophäenverleihung.","Lo habéis hecho bien. 
Es hora de entregar el trofeo.",""
"EV070","Don't forget to choose your prize. 
Any one thing you wish. ","Bien, choisis ton prix.
Prends celui que tu veux. ","No olvides elegir un premio. 
Lo que tú quieras.","Don't forget to choose your prize. 
Any one thing you wish. ","Bien, choisis ton prix.
Prends celui que tu veux. ","Non dimenticare di scegliere il premio.
Qualunque cosa desideri. ","So, bestimme deinen Preis. ","No olvides elegir un premio. 
Lo que tú quieras.",""
"EV070B","Choose.","Ne te trompe pas, surtout.","Elige sabiamente.","Choose.","Prends celui que tu veux. 
Ne te trompe pas, surtout.","Scegli con saggezza.","Du hast freie Wahl.","Elige sabiamente.",""
"EV071","YAAAAAAAAAAAAAHOOOOOO! ","WOUHOOOOUUUU !","¡YUUUJUU!","YAAAAAAAAAAAAAHOOOOOO! ","WOUHOOOOUUUU !","YAAAAAAAAAAAAAHOOOOOO! ","YAAAAAAAAAAAAAHOOOOOO! ","¡YUUUJUU!",""
"EV072","Alright, look how cool this thing is!","Alors ça, c'est la grande classe !","Genial, ¡mirad cómo mola esto!","Alright, look how cool this thing is!","Alors ça, c'est la grande classe !","Ehi, che meraviglia!","Wow, seht euch an, 
wie cool das Ding ist!","Genial, ¡mirad cómo mola esto!",""
